"Representative","Office Running For","Cash on Hand"
"Darrell Issa (R-Calif) ","California District 49","$3750024"
"Aaron Schock (R-Ill) ","Illinois District 18","$3290782"
"Lloyd Doggett (D-Texas) ","Texas District 35","$3041611"
"Pete King (R-NY) ","New York District 02","$2911845"
"Paul Ryan (R-Wis) ","Wisconsin District 01","$2680321"
"Richard E. Neal (D-Mass) ","Massachusetts District 01","$2634607"
"Steve Fincher (R-Tenn) ","Tennessee District 08","$2544329"
"Patrick J. Tiberi (R-Ohio) ","Ohio District 12","$2501983"
"Tom Price (R-Ga) ","Georgia District 06","$2256395"
"Adam Schiff (D-Calif) ","California District 28","$2105795"
"Devin Nunes (R-Calif) ","California District 22","$2086973"
"Virginia Foxx (R-NC) ","North Carolina District 05","$2036303"
"Ed Royce (R-Calif) ","California District 39","$2014546"
"Scott Garrett (R-NJ) ","New Jersey District 05","$1981422"
"Ileana Ros-Lehtinen (R-Fla) ","Florida District 27","$1944751"
"Ed Whitfield (R-Ky) ","Kentucky District 01","$1926595"
"Marsha Blackburn (R-Tenn) ","Tennessee District 07","$1862628"
"Kevin McCarthy (R-Calif) ","California District 23","$1854633"
"Ted Poe (R-Texas) ","Texas District 02","$1849562"
"Chris Van Hollen (D-Md) ","Maryland District 08","$1694568"
"Peter Welch (D-Vt) ","Vermont District 01","$1689575"
"Judy Chu (D-Calif) ","California District 27","$1687909"
"Patrick Meehan (R-Pa) ","Pennsylvania District 07","$1671202"
"Jeb Hensarling (R-Texas) ","Texas District 05","$1597052"
"Mike Thompson (D-Calif) ","California District 05","$1476182"
"Ron Kind (D-Wis) ","Wisconsin District 03","$1464243"
"Gerry Connolly (D-Va) ","Virginia District 11","$1409165"
"Joe Kennedy III (D-Mass) ","Massachusetts District 04","$1400009"
"Ann L. Wagner (R-Mo) ","Missouri District 02","$1368889"
"Brett Guthrie (R-Ky) ","Kentucky District 02","$1367518"
"Henry Cuellar (D-Texas) ","Texas District 28","$1317752"
"Mike Rogers (R-Mich) ","Michigan District 08","$1308116"
"John Boehner (R-Ohio) ","Ohio District 08","$1293216"
"Xavier Becerra (D-Calif) ","California District 34","$1288939"
"Jackie Speier (D-Calif) ","California District 14","$1277244"
"Kevin Yoder (R-Kan) ","Kansas District 03","$1260773"
"Bennie G. Thompson (D-Miss) ","Mississippi District 02","$1256540"
"James E. Clyburn (D-SC) ","South Carolina District 06","$1251219"
"Joseph Crowley (D-NY) ","New York District 14","$1233257"
"Erik Paulsen (R-Minn) ","Minnesota District 03","$1194961"
"Gene Green (D-Texas) ","Texas District 29","$1183124"
"Jeff Denham (R-Calif) ","California District 10","$1164430"
"Jeff Fortenberry (R-Neb) ","Nebraska District 01","$1159347"
"Hal Rogers (R-Ky) ","Kentucky District 05","$1128971"
"Mike Pompeo (R-Kan) ","Kansas District 04","$1100498"
"John Fleming (R-La) ","Louisiana District 04","$1090756"
"John J. Duncan Jr (R-Tenn) ","Tennessee District 02","$1086529"
"Dutch Ruppersberger (D-Md) ","Maryland District 02","$1082896"
"Tulsi Gabbard (D-Hawaii) ","Hawaii District 02","$1080800"
"Michael G. Fitzpatrick (R-Pa) ","Pennsylvania District 08","$1076718"
"Bill Foster (D-Ill) ","Illinois District 11","$1067771"
"Diane Black (R-Tenn) ","Tennessee District 06","$1066816"
"Mike Conaway (R-Texas) ","Texas District 11","$1057107"
"Todd Rokita (R-Ind) ","Indiana District 04","$1053021"
"Tammy Duckworth (D-Ill) ","Illinois District 08","$1052287"
"Zoe Lofgren (D-Calif) ","California District 19","$1051303"
"Daniel Lipinski (D-Ill) ","Illinois District 03","$1047670"
"Jim Himes (D-Conn) ","Connecticut District 04","$1045413"
"John M. Shimkus (R-Ill) ","Illinois District 15","$1026836"
"Jim Jordan (R-Ohio) ","Ohio District 04","$1003238"
"Greg Walden (R-Ore) ","Oregon District 02","$997260"
"Tom Cole (R-Okla) ","Oklahoma District 04","$983326"
"Nancy Pelosi (D-Calif) ","California District 12","$981160"
"Bob Goodlatte (R-Va) ","Virginia District 06","$978502"
"Blaine Luetkemeyer (R-Mo) ","Missouri District 03","$965976"
"Bill Pascrell Jr (D-NJ) ","New Jersey District 09","$961743"
"Derek Kilmer (D-Wash) ","Washington District 06","$940622"
"Charlie Dent (R-Pa) ","Pennsylvania District 15","$937816"
"Steve Stivers (R-Ohio) ","Ohio District 15","$933143"
"Rob Wittman (R-Va) ","Virginia District 01","$895562"
"Bill Cassidy (R-La) ","Louisiana SenateCurrent office: Louisiana District 06","$892455"
"Elijah E. Cummings (D-Md) ","Maryland District 07","$890657"
"Kenny Marchant (R-Texas) ","Texas District 24","$877891"
"Bob Gibbs (R-Ohio) ","Ohio District 07","$867102"
"Kurt Schrader (D-Ore) ","Oregon District 05","$861627"
"Steven Daines (R-Mont) ","Montana SenateCurrent office: Montana District 01","$859118"
"Jim Cooper (D-Tenn) ","Tennessee District 05","$855541"
"Jaime Herrera Beutler (R-Wash) ","Washington District 03","$855172"
"Susan Brooks (R-Ind) ","Indiana District 05","$846661"
"Patrick McHenry (R-NC) ","North Carolina District 10","$840208"
"Candice S. Miller (R-Mich) ","Michigan District 10","$830900"
"Tim Murphy (R-Pa) ","Pennsylvania District 18","$818921"
"Mo Brooks (R-Ala) ","Alabama District 05","$814436"
"Gregg Harper (R-Miss) ","Mississippi District 03","$813183"
"Reid Ribble (R-Wis) ","Wisconsin District 08","$803486"
"Steny H. Hoyer (D-Md) ","Maryland District 05","$803036"
"Kristi Noem (R-SD) ","South Dakota District 01","$802384"
"Steve Womack (R-Ark) ","Arkansas District 03","$802235"
"Adrian Smith (R-Neb) ","Nebraska District 03","$784439"
"Lamar Smith (R-Texas) ","Texas District 21","$764753"
"Todd Young (R-Ind) ","Indiana District 09","$761715"
"Kathy Castor (D-Fla) ","Florida District 14","$754874"
"John Sarbanes (D-Md) ","Maryland District 03","$747939"
"Joe Heck (R-Nev) ","Nevada District 03","$736369"
"Vernon Buchanan (R-Fla) ","Florida District 16","$724713"
"Ron DeSantis (R-Fla) ","Florida District 06","$709751"
"Michael E. Capuano (D-Mass) ","Massachusetts District 07","$699890"
"Andre Carson (D-Ind) ","Indiana District 07","$685210"
"Shelley Moore Capito (R-WVa) ","West Virginia SenateCurrent office: West Virginia District 02","$682236"
"Randy Neugebauer (R-Texas) ","Texas District 19","$675660"
"Sean P. Duffy (R-Wis) ","Wisconsin District 07","$674413"
"Pete Sessions (R-Texas) ","Texas District 32","$670676"
"Marcia L. Fudge (D-Ohio) ","Ohio District 11","$667845"
"Steve Israel (D-NY) ","New York District 03","$667539"
"Adam Kinzinger (R-Ill) ","Illinois District 16","$666640"
"Kevin Brady (R-Texas) ","Texas District 08","$658287"
"Earl Blumenauer (D-Ore) ","Oregon District 03","$655048"
"Steve Chabot (R-Ohio) ","Ohio District 01","$640532"
"Grace Meng (D-NY) ","New York District 06","$639756"
"Mario Diaz-Balart (R-Fla) ","Florida District 25","$635365"
"Brian M. Higgins (D-NY) ","New York District 26","$620920"
"Jim Costa (D-Calif) ","California District 16","$618008"
"Steve Cohen (D-Tenn) ","Tennessee District 09","$617837"
"Chris Collins (R-NY) ","New York District 27","$610794"
"John Carter (R-Texas) ","Texas District 31","$598079"
"Adam Smith (D-Wash) ","Washington District 09","$579497"
"Joe Courtney (D-Conn) ","Connecticut District 02","$575221"
"Billy Long (R-Mo) ","Missouri District 07","$563065"
"Robert A. Brady (D-Pa) ","Pennsylvania District 01","$549473"
"John Carney (D-Del) ","Delaware District 01","$539624"
"Randy Forbes (R-Va) ","Virginia District 04","$539433"
"Ben R. Lujan (D-NM) ","New Mexico District 03","$536686"
"Patrick E. Murphy (D-Fla) ","Florida District 18","$536659"
"Paul Cook (R-Calif) ","California District 08","$536223"
"Keith J. Rothfus (R-Pa) ","Pennsylvania District 12","$531140"
"Ted Deutch (D-Fla) ","Florida District 21","$529966"
"Mike Quigley (D-Ill) ","Illinois District 05","$508460"
"Hakeem Jeffries (D-NY) ","New York District 08","$508168"
"Sam Johnson (R-Texas) ","Texas District 03","$505717"
"Ron Barber (D-Ariz) ","Arizona District 02","$504952"
"Mark Sanford (R-SC) ","South Carolina District 01","$504337"
"Robert E. Latta (R-Ohio) ","Ohio District 05","$492879"
"Martha Roby (R-Ala) ","Alabama District 02","$491726"
"John A. Yarmuth (D-Ky) ","Kentucky District 03","$489937"
"Andy Barr (R-Ky) ","Kentucky District 06","$488765"
"Don Young (R-Alaska) ","Alaska District 01","$488220"
"Tim Huelskamp (R-Kan) ","Kansas District 01","$486349"
"Steve Scalise (R-La) ","Louisiana District 01","$482794"
"Carolyn B. Maloney (D-NY) ","New York District 12","$476951"
"Marlin Stutzman (R-Ind) ","Indiana District 03","$469796"
"Austin Scott (R-Ga) ","Georgia District 08","$462599"
"Jim Langevin (D-RI) ","Rhode Island District 02","$461855"
"Luke Messer (R-Ind) ","Indiana District 06","$461481"
"Mike D. Rogers (R-Ala) ","Alabama District 03","$457814"
"Peter Roskam (R-Ill) ","Illinois District 06","$457446"
"Paul Tonko (D-NY) ","New York District 20","$456698"
"Matt Cartwright (D-Pa) ","Pennsylvania District 17","$453074"
"Duncan D. Hunter (R-Calif) ","California District 50","$452573"
"Matt Salmon (R-Ariz) ","Arizona District 05","$447438"
"Richard Hudson (R-NC) ","North Carolina District 08","$439046"
"Linda Sanchez (D-Calif) ","California District 38","$438707"
"Gus Bilirakis (R-Fla) ","Florida District 12","$429106"
"John B. Larson (D-Conn) ","Connecticut District 01","$424072"
"David McKinley (R-WVa) ","West Virginia District 01","$422413"
"Terri A. Sewell (D-Ala) ","Alabama District 07","$421464"
"Robert B. Aderholt (R-Ala) ","Alabama District 04","$418938"
"Joe Barton (R-Texas) ","Texas District 06","$418874"
"Roger Williams (R-Texas) ","Texas District 25","$416818"
"Bill Shuster (R-Pa) ","Pennsylvania District 09","$415298"
"Michael R. Turner (R-Ohio) ","Ohio District 10","$413639"
"Lynn A. Westmoreland (R-Ga) ","Georgia District 03","$413031"
"Alan Nunnelee (R-Miss) ","Mississippi District 01","$411081"
"Ken Calvert (R-Calif) ","California District 42","$405559"
"Niki Tsongas (D-Mass) ","Massachusetts District 03","$401338"
"Rick Crawford (R-Ark) ","Arkansas District 01","$398031"
"Eric Swalwell (D-Calif) ","California District 15","$397505"
"Dave Reichert (R-Wash) ","Washington District 08","$397051"
"Sam Graves (R-Mo) ","Missouri District 06","$394483"
"F. James Sensenbrenner Jr (R-Wis) ","Wisconsin District 05","$393926"
"Frank A. LoBiondo (R-NJ) ","New Jersey District 02","$393160"
"Loretta Sanchez (D-Calif) ","California District 46","$391730"
"Steve Pearce (R-NM) ","New Mexico District 02","$387752"
"G. K. Butterfield (D-NC) ","North Carolina District 01","$387090"
"Tim Ryan (D-Ohio) ","Ohio District 13","$386123"
"Jared Huffman (D-Calif) ","California District 02","$385679"
"Phil Roe (R-Tenn) ","Tennessee District 01","$380305"
"Mac Thornberry (R-Texas) ","Texas District 13","$378440"
"Tom Rice (R-SC) ","South Carolina District 07","$378236"
"John F. Tierney (D-Mass) ","Massachusetts District 06","$375696"
"Raul Ruiz (D-Calif) ","California District 36","$373727"
"James P. McGovern (D-Mass) ","Massachusetts District 02","$373647"
"Raul Labrador (R-Idaho) ","Idaho District 01","$370199"
"Marcy Kaptur (D-Ohio) ","Ohio District 09","$369245"
"Charles W. Boustany Jr (R-La) ","Louisiana District 03","$366518"
"Tom Rooney (R-Fla) ","Florida District 17","$363528"
"Debbie Wasserman Schultz (D-Fla) ","Florida District 23","$362512"
"Joyce Beatty (D-Ohio) ","Ohio District 03","$358727"
"Alan Lowenthal (D-Calif) ","California District 47","$353884"
"Trey Gowdy (R-SC) ","South Carolina District 04","$352927"
"Vicky Hartzler (R-Mo) ","Missouri District 04","$352837"
"James Bridenstine (R-Okla) ","Oklahoma District 01","$346417"
"Anna Eshoo (D-Calif) ","California District 18","$343222"
"Bill Posey (R-Fla) ","Florida District 08","$342231"
"Louise M. Slaughter (D-NY) ","New York District 25","$340343"
"Bill Johnson (R-Ohio) ","Ohio District 06","$335963"
"Pete Olson (R-Texas) ","Texas District 22","$330544"
"Justin Amash (R-Mich) ","Michigan District 03","$328827"
"James Lankford (R-Okla) ","Oklahoma SenateCurrent office: Oklahoma District 05","$323294"
"Jerrold Nadler (D-NY) ","New York District 10","$321503"
"Tim Walberg (R-Mich) ","Michigan District 07","$319455"
"Leonard Lance (R-NJ) ","New Jersey District 07","$318475"
"William L. Clay Jr (D-Mo) ","Missouri District 01","$317053"
"Bill Huizenga (R-Mich) ","Michigan District 02","$315611"
"Glenn Thompson (R-Pa) ","Pennsylvania District 05","$310510"
"Jason Chaffetz (R-Utah) ","Utah District 03","$309378"
"Lynn Jenkins (R-Kan) ","Kansas District 02","$308719"
"Larry Bucshon (R-Ind) ","Indiana District 08","$305269"
"Katherine Clark (D-Mass) ","Massachusetts District 05","$303661"
"Kyrsten Sinema (D-Ariz) ","Arizona District 09","$303115"
"Rick Larsen (D-Wash) ","Washington District 02","$302610"
"Andy Harris (R-Md) ","Maryland District 01","$297599"
"Doug Collins (R-Ga) ","Georgia District 09","$290624"
"Tom Graves (R-Ga) ","Georgia District 14","$288764"
"Frank D. Lucas (R-Okla) ","Oklahoma District 03","$287018"
"Jim Renacci (R-Ohio) ","Ohio District 16","$285410"
"Randy Hultgren (R-Ill) ","Illinois District 14","$280862"
"Jan Schakowsky (D-Ill) ","Illinois District 09","$280531"
"Maxine Waters (D-Calif) ","California District 43","$277419"
"Cory Gardner (R-Colo) ","Colorado SenateCurrent office: Colorado District 04","$277053"
"Karen Bass (D-Calif) ","California District 37","$276177"
"Julia Brownley (D-Calif) ","California District 26","$275380"
"Doris O. Matsui (D-Calif) ","California District 06","$275234"
"David P Joyce (R-Ohio) ","Ohio District 14","$275030"
"Eliot L. Engel (D-NY) ","New York District 16","$273987"
"John L. Mica (R-Fla) ","Florida District 07","$270808"
"Brad Wenstrup (R-Ohio) ","Ohio District 02","$267246"
"Pete Visclosky (D-Ind) ","Indiana District 01","$260969"
"Joaquin Castro (D-Texas) ","Texas District 20","$260559"
"Bill Flores (R-Texas) ","Texas District 17","$260250"
"Cynthia Marie Lummis (R-Wyo) ","Wyoming District 01","$255359"
"Danny K. Davis (D-Ill) ","Illinois District 07","$255302"
"Grace Napolitano (D-Calif) ","California District 32","$251685"
"Bradley Byrne (R-Ala) ","Alabama District 01","$251599"
"Frederica Wilson (D-Fla) ","Florida District 24","$250482"
"David Jolly (R-Fla) ","Florida District 13","$246339"
"Susan A. Davis (D-Calif) ","California District 53","$241804"
"Nydia M. Velazquez (D-NY) ","New York District 07","$239720"
"Jackie Walorski (R-Ind) ","Indiana District 02","$238479"
"Albio Sires (D-NJ) ","New Jersey District 08","$237537"
"Brad Sherman (D-Calif) ","California District 30","$237122"
"Suzanne Bonamici (D-Ore) ","Oregon District 01","$232373"
"Joe Wilson (R-SC) ","South Carolina District 02","$222665"
"Al Green (D-Texas) ","Texas District 09","$222491"
"Gary Peters (D-Mich) ","Michigan SenateCurrent office: Michigan District 14","$221602"
"Eleanor Holmes Norton (D-DC) ","District of Columbia District 00","$220676"
"Nita M. Lowey (D-NY) ","New York District 17","$219372"
"Tom McClintock (R-Calif) ","California District 04","$217099"
"David Price (D-NC) ","North Carolina District 04","$216409"
"Chellie Pingree (D-Maine) ","Maine District 01","$215459"
"Sheila Jackson Lee (D-Texas) ","Texas District 18","$212815"
"Dennis Heck (D-Wash) ","Washington District 10","$212560"
"Mike Doyle (D-Pa) ","Pennsylvania District 14","$210532"
"Randy Weber (R-Texas) ","Texas District 14","$209897"
"Robert Hurt (R-Va) ","Virginia District 05","$209016"
"Chris Smith (R-NJ) ","New Jersey District 04","$208996"
"Chris Gibson (R-NY) ","New York District 19","$207332"
"Ruben Hinojosa (D-Texas) ","Texas District 15","$206681"
"Michael Burgess (R-Texas) ","Texas District 26","$205056"
"Marc Veasey (D-Texas) ","Texas District 33","$204645"
"Mick Mulvaney (R-SC) ","South Carolina District 05","$203171"
"Thomas Massie (R-Ky) ","Kentucky District 04","$202274"
"Sander Levin (D-Mich) ","Michigan District 09","$199665"
"Dana Rohrabacher (R-Calif) ","California District 48","$196906"
"Mark Amodei (R-Nev) ","Nevada District 02","$195378"
"Tony Cardenas (D-Calif) ","California District 29","$194118"
"Luis V. Gutierrez (D-Ill) ","Illinois District 04","$191564"
"Mark Pocan (D-Wis) ","Wisconsin District 02","$187550"
"John Lewis (D-Ga) ","Georgia District 05","$184420"
"Markwayne Mullin (R-Okla) ","Oklahoma District 02","$184154"
"Michelle Lujan Grisham (D-NM) ","New Mexico District 01","$183453"
"Cathy McMorris Rodgers (R-Wash) ","Washington District 05","$182754"
"Edwin G. Perlmutter (D-Colo) ","Colorado District 07","$181777"
"John Garamendi (D-Calif) ","California District 03","$177459"
"Scott Tipton (R-Colo) ","Colorado District 03","$175451"
"Mark R. Meadows (R-NC) ","North Carolina District 11","$174406"
"Louis B. Gohmert Jr (R-Texas) ","Texas District 01","$173122"
"Jeff Miller (R-Fla) ","Florida District 01","$172101"
"Betty McCollum (D-Minn) ","Minnesota District 04","$171163"
"Gregory W. Meeks (D-NY) ","New York District 05","$165427"
"Scott Rigell (R-Va) ","Virginia District 02","$162977"
"Keith Ellison (D-Minn) ","Minnesota District 05","$162748"
"Daniel Webster (R-Fla) ","Florida District 10","$162472"
"Jeff Duncan (R-SC) ","South Carolina District 03","$162264"
"Beto O'Rourke (D-Texas) ","Texas District 16","$161829"
"Morgan Griffith (R-Va) ","Virginia District 09","$156692"
"Alcee L. Hastings (D-Fla) ","Florida District 20","$154457"
"Ami Bera (D-Calif) ","California District 07","$152506"
"Renee Ellmers (R-NC) ","North Carolina District 02","$152146"
"Scott Perry (R-Pa) ","Pennsylvania District 04","$150671"
"Rodney Frelinghuysen (R-NJ) ","New Jersey District 11","$147762"
"Jerry McNerney (D-Calif) ","California District 09","$147013"
"Jason Smith (R-Mo) ","Missouri District 08","$146193"
"Sanford Bishop (D-Ga) ","Georgia District 02","$144316"
"Lois Capps (D-Calif) ","California District 24","$143566"
"Mike Kelly (R-Pa) ","Pennsylvania District 03","$138391"
"Steven A. King (R-Iowa) ","Iowa District 04","$136070"
"Joe Pitts (R-Pa) ","Pennsylvania District 16","$135950"
"Cheri Bustos (D-Ill) ","Illinois District 17","$135108"
"Ralph Hall (R-Texas) ","Texas District 04","$134582"
"Cedric Richmond (D-La) ","Louisiana District 02","$131994"
"Chris Stewart (R-Utah) ","Utah District 02","$131432"
"Dina Titus (D-Nev) ","Nevada District 01","$128449"
"Rodney Davis (R-Ill) ","Illinois District 13","$126337"
"Walter B. Jones Jr (R-NC) ","North Carolina District 03","$125475"
"David Cicilline (D-RI) ","Rhode Island District 01","$122888"
"Robin Kelly (D-Ill) ","Illinois District 02","$122067"
"Yvette D. Clarke (D-NY) ","New York District 09","$118938"
"Dan Kildee (D-Mich) ","Michigan District 05","$117453"
"Kay Granger (R-Texas) ","Texas District 12","$116463"
"John Kline (R-Minn) ","Minnesota District 02","$115781"
"Dennis Ross (R-Fla) ","Florida District 15","$114036"
"Paul Gosar (R-Ariz) ","Arizona District 04","$112812"
"Sam Farr (D-Calif) ","California District 20","$108713"
"Sean Patrick Maloney (D-NY) ","New York District 18","$105743"
"Bobby Scott (D-Va) ","Virginia District 03","$99953"
"Suzan DelBene (D-Wash) ","Washington District 01","$98648"
"Doug LaMalfa (R-Calif) ","California District 01","$98168"
"Peter DeFazio (D-Ore) ","Oregon District 04","$96398"
"Ted Yoho (R-Fla) ","Florida District 03","$90736"
"Richard Hanna (R-NY) ","New York District 22","$90651"
"Ann Kirkpatrick (D-Ariz) ","Arizona District 01","$87619"
"Lou Barletta (R-Pa) ","Pennsylvania District 11","$87434"
"David Valadao (R-Calif) ","California District 21","$87286"
"Tom Reed (R-NY) ","New York District 23","$85884"
"Barbara Lee (D-Calif) ","California District 13","$83691"
"Tom Marino (R-Pa) ","Pennsylvania District 10","$83607"
"Jack Kingston (R-Ga) ","Georgia SenateCurrent office: Georgia District 01","$82404"
"Eddie Bernice Johnson (D-Texas) ","Texas District 30","$82029"
"John Barrow (D-Ga) ","Georgia District 12","$80854"
"Timothy J. Walz (D-Minn) ","Minnesota District 01","$79299"
"Robert Pittenger (R-NC) ","North Carolina District 09","$74195"
"Tom Cotton (R-Ark) ","Arkansas SenateCurrent office: Arkansas District 04","$73906"
"Emanuel Cleaver (D-Mo) ","Missouri District 05","$73434"
"Lois J. Frankel (D-Fla) ","Florida District 22","$72756"
"Steve Southerland (R-Fla) ","Florida District 02","$71739"
"Mike Simpson (R-Idaho) ","Idaho District 02","$70310"
"Gregorio Sablan (I) ","Northern Mariana Islands District 00","$69534"
"Scott Peters (D-Calif) ","California District 52","$68699"
"Douglas L. Lamborn (R-Colo) ","Colorado District 05","$66645"
"Richard Nugent (R-Fla) ","Florida District 11","$65036"
"Michael McCaul (R-Texas) ","Texas District 10","$61663"
"John Culberson (R-Texas) ","Texas District 07","$60533"
"Dave Brat (R-Va) ","Virginia District 07","$60420"
"Filemon Vela (D-Texas) ","Texas District 34","$58730"
"Steven Palazzo (R-Miss) ","Mississippi District 04","$58354"
"Fred Upton (R-Mich) ","Michigan District 06","$54922"
"Nick Rahall (D-WVa) ","West Virginia District 03","$54349"
"Timothy H. Bishop (D-NY) ","New York District 01","$53639"
"David Scott (D-Ga) ","Georgia District 13","$52858"
"Chuck Fleischmann (R-Tenn) ","Tennessee District 03","$52563"
"Collin Peterson (D-Minn) ","Minnesota District 07","$50682"
"Rob Woodall (R-Ga) ","Georgia District 07","$50148"
"Janice Hahn (D-Calif) ","California District 44","$48052"
"Elizabeth Esty (D-Conn) ","Connecticut District 05","$47329"
"Blake Farenthold (R-Texas) ","Texas District 27","$47001"
"Bill Keating (D-Mass) ","Massachusetts District 09","$46537"
"Rob Bishop (R-Utah) ","Utah District 01","$45781"
"Alan Grayson (D-Fla) ","Florida District 09","$45333"
"Jose E. Serrano (D-NY) ","New York District 15","$43002"
"Lee Terry (R-Neb) ","Nebraska District 02","$42508"
"Mark A Takano (D-Calif) ","California District 41","$39933"
"Jim McDermott (D-Wash) ","Washington District 07","$38801"
"David Schweikert (R-Ariz) ","Arizona District 06","$37476"
"Curt Clawson (R-Fla) ","Florida District 19","$36617"
"Raul M. Grijalva (D-Ariz) ","Arizona District 03","$36088"
"Colleen Hanabusa (D-Hawaii) ","Hawaii SenateCurrent office: Hawaii District 01","$34911"
"David Loebsack (D-Iowa) ","Iowa District 02","$33469"
"Donald M. Payne Jr (D-NJ) ","New Jersey District 10","$30621"
"Donna Edwards (D-Md) ","Maryland District 04","$30323"
"Ann Mclane Kuster (D-NH) ","New Hampshire District 02","$30194"
"Lucille Roybal-Allard (D-Calif) ","California District 40","$29056"
"Bobby L. Rush (D-Ill) ","Illinois District 01","$28905"
"Pete Gallego (D-Texas) ","Texas District 23","$28865"
"George Holding (R-NC) ","North Carolina District 13","$26982"
"Rick Nolan (D-Minn) ","Minnesota District 08","$26663"
"Dan Benishek (R-Mich) ","Michigan District 01","$26478"
"Don Norcross (D-NJ) ","New Jersey District 01","$25920"
"Scott Desjarlais (R-Tenn) ","Tennessee District 04","$24939"
"John K. Delaney (D-Md) ","Maryland District 06","$24504"
"Joe Garcia (D-Fla) ","Florida District 26","$23474"
"Alma Adams (D-NC) ","North Carolina District 12","$23091"
"Mike Coffman (R-Colo) ","Colorado District 06","$22523"
"Dan Maffei (D-NY) ","New York District 24","$21339"
"Mike Honda (D-Calif) ","California District 17","$20937"
"Kevin Cramer (R-ND) ","North Dakota District 01","$20898"
"Madeleine Z. Bordallo (D-Guam) ","Guam District 00","$20833"
"Diana DeGette (D-Colo) ","Colorado District 01","$20157"
"Rosa L. DeLauro (D-Conn) ","Connecticut District 03","$19365"
"Carol Shea-Porter (D-NH) ","New Hampshire District 01","$19296"
"Hank Johnson (D-Ga) ","Georgia District 04","$15328"
"Bruce Braley (D-Iowa) ","Iowa SenateCurrent office: Iowa District 01","$14653"
"Steven Horsford (D-Nev) ","Nevada District 04","$14527"
"Ander Crenshaw (R-Fla) ","Florida District 04","$13674"
"Gwen Moore (D-Wis) ","Wisconsin District 04","$13673"
"William Enyart (D-Ill) ","Illinois District 12","$12386"
"Paul Broun (R-Ga) ","Georgia SenateCurrent office: Georgia District 10","$11452"
"Juan Vargas (D-Calif) ","California District 51","$10614"
"Jared Polis (D-Colo) ","Colorado District 02","$10603"
"John Conyers Jr (D-Mich) ","Michigan District 13","$7992"
"Trent Franks (R-Ariz) ","Arizona District 08","$6049"
"Frank Pallone Jr (D-NJ) ","New Jersey District 06","$5702"
"Vance McAllister (R-La) ","Louisiana District 05","$5252"
"Charles B. Rangel (D-NY) ","New York District 13","$3827"
"Rush Holt (D-NJ) ","New Jersey District 12","$3320"
"Kerry Bentivolio (R-Mich) ","Michigan District 11","$3053"
"Brad Schneider (D-Ill) ","Illinois District 10","$2467"
"Chaka Fattah (D-Pa) ","Pennsylvania District 02","$1430"
"Pedro Pierluisi (D-PR) ","Puerto Rico District 00","$563"
"Phil Gingrey (R-Ga) ","Georgia SenateCurrent office: Georgia District 11","$468"
"Eni F. H. Faleomavaega (D-AS) ","American Samoa District 00","$103"
"Corrine Brown (D-Fla) ","Florida District 05","-$7843"